"p0","b","c1","c2"
0.675,4.78887491343262,3.27402302847805,0.276736010625786
0.68,4.88084381598329,3.26963688276896,0.276577107779628
0.685,4.97494045857134,3.26509984436205,0.276419751481908
0.69,5.07172954628408,3.26033971557843,0.276272527537693
0.695,5.1712448105584,3.25530640552704,0.276139309060214
0.7,5.27347836570503,3.25006407399207,0.276013481766606
0.705,5.37854895265992,3.24460794806667,0.275895204573387
0.71,5.48657834296788,3.23894049271629,0.275783935150215
0.715,5.62028929869107,3.22694078111259,0.276378413648657
0.72,5.7120553325032,3.226946277819,0.275583512560195
0.725,5.82979251816355,3.22061369487107,0.275494224772851
0.73,5.95107111240149,3.21405129608031,0.27541231702742
0.74,6.19208095093031,3.21042878937844,0.274305255454629
0.745,6.36239794250831,3.19203501328475,0.275451970372916
0.75,6.47545056293978,3.18516687546642,0.275183138338963
0.755,6.61769305976784,3.1772517172969,0.275152723278533
0.76,6.76375429902428,3.16932990690606,0.275102248942289
0.765,6.91521868260524,3.16107521741327,0.275067761581927
0.77,7.07200591277708,3.15252696661095,0.275043156452799
0.775,7.23351181562159,3.14382225164014,0.275010400796029
0.78,7.40128700120595,3.1347372498623,0.274996373141429
0.785,7.57557742848799,3.12529413777548,0.274997295872569
0.79,7.75663223236542,3.11549173595666,0.275012178845972
0.795,7.95760198561658,3.10437260099113,0.275193245992358
0.8,8.139888441845,3.0948200084585,0.275078152841468
0.805,8.34294358396821,3.08420252149739,0.275102311018724
0.81,8.5548007495274,3.07321142404121,0.275139532129777
0.815,8.77535813809759,3.06188458052156,0.2751821423427
0.82,9.00563292073564,3.05014886123104,0.275237736552364
0.825,9.24633359070474,3.03805352106031,0.275300832306382
0.83,9.49803814721468,3.02556117882585,0.275372859832095
0.835,9.76749646536451,3.01338304134818,0.27541203851228
0.84,10.0438248591378,3.00003622758103,0.275502774390877
0.85,10.6406565437613,2.97122183146479,0.2757950587207
0.855,10.9617300396513,2.95649061518954,0.27591225889622
0.86,11.2997462421718,2.94141154628991,0.276020414857814
0.865,11.6414077401515,2.92706891128672,0.275966257622885
0.87,12.02369335759,2.90968267415153,0.276232055950008
0.875,12.4244916168909,2.89263675925631,0.276397990799631
0.88,12.860272994205,2.87273330083157,0.276837120893375
0.885,13.3300705610031,2.85472439322124,0.277038930649802
0.89,13.7877428577388,2.83823769362436,0.276915805665234
0.895,14.3025168819357,2.81838333630664,0.27711536946445
0.9,14.855989792916,2.79758722445266,0.277339985953407
0.905,15.4543254233213,2.77534321817478,0.277643019107494
0.91,16.0355074514878,2.75428292186395,0.277602332785617
0.915,16.7841204109698,2.72334864740301,0.278787560279538
0.92,17.5372658426989,2.69444134576179,0.279539462132026
0.925,18.3433490722085,2.67379605547659,0.279148304148621
0.93,19.348292154865,2.63695467750511,0.280729411241364
0.935,20.3579402070481,2.60839561457019,0.280969219296737
0.94,21.5338330794687,2.57600021725939,0.281568664772785
0.945,22.7609201153129,2.54488180744953,0.2816371855284
0.95,24.1291253472485,2.51059721687833,0.281773052873746
0.955,25.7109260542749,2.47170551167497,0.282155017226374
0.96,27.8307271447835,2.41934800061554,0.284208477155136
0.965,30.0420564553268,2.37479933847973,0.284391049750342
0.97,34.0807651097173,2.2940278763636,0.290294053241834
0.975,37.7830386936089,2.23407243272705,0.291297706388573
0.98,42.1123684855148,2.17000478870165,0.29117207727405
0.985,48.0083045382625,2.08882783446888,0.291442145349445
0.99,56.8222924074465,1.97889455755443,0.292369086301266
